t PE VE R R2
1 2.17094 2.94007 -1.46104 3.36792
2 1.85314 2.30795 -1.25079 2.62688
3 1.51095 1.63621 -0.979788 1.82991
4 1.20498 1.04988 -0.660417 1.1149
5 0.989033 0.629983 -0.307255 0.604722
6 0.900479 0.425836 0.0635781 0.385538
7 0.953548 0.451027 0.435151 0.491683
8 1.13677 0.692409 0.790481 0.899773
9 1.415 1.07693 1.1133 1.53309
10 1.73574 1.51666 1.3888 2.27543
11 2.03849 1.94474 1.60428 2.99201
12 2.26567 2.28767 1.74972 3.5536
13 2.37294 2.48194 1.81826 3.85961
14 2.33727 2.48951 1.80649 3.85617
15 2.16119 2.30745 1.7146 3.54565
16 1.87248 1.96925 1.54638 2.98628
17 1.51943 1.53716 1.30907 2.28167
18 1.16234 1.12466 1.013 1.56225
19 0.862921 0.790843 0.671166 0.961868
20 0.673379 0.59604 0.298608 0.593695
21 0.627177 0.575956 -0.0882332 0.529826
22 0.733053 0.740497 -0.472267 0.788119
23 0.973419 1.07694 -0.836519 1.32869
24 1.3074 1.55347 -1.16489 2.06068
25 1.67796 2.10152 -1.44289 2.85814
26 2.02194 2.60032 -1.65827 3.58213
27 2.28109 2.95372 -1.80158 4.10529
28 2.41228 3.09625 -1.86661 4.33435
29 2.39504 3.00004 -1.85064 4.22667
30 2.23502 2.68133 -1.75457 3.79789
31 1.96291 2.19692 -1.58291 3.11924
32 1.62892 1.63407 -1.34351 2.30512
33 1.29376 1.08482 -1.04729 1.49306
34 1.01792 0.635293 -0.70767 0.819519
35 0.850911 0.367244 -0.340029 0.396107
36 0.822545 0.31093 0.0390273 0.290084
37 0.937766 0.456383 0.412395 0.512833
38 1.17588 0.771354 0.763244 1.01823
39 1.4944 1.20275 1.07578 1.7112
40 1.83668 1.67316 1.33593 2.4649
41 2.14219 2.10667 1.53203 3.14352
42 2.35731 2.42806 1.65527 3.6265
43 2.44496 2.57569 1.70017 3.83004
44 2.39121 2.52454 1.66475 3.72185
45 2.20772 2.29777 1.55069 3.32673
46 1.9296 1.94189 1.36319 2.72188
47 1.60907 1.52201 1.11078 2.02277
48 1.306 1.13313 0.804902 1.3622
49 1.07707 0.841891 0.459426 0.866237
50 0.965528 0.703124 0.0899967 0.631306
51 0.993273 0.737033 -0.286655 0.706613
52 1.15677 0.94347 -0.653472 1.08499
53 1.42749 1.30958 -0.993839 1.70383
54 1.75687 1.78002 -1.29233 2.45599
55 2.08484 2.27449 -1.5354 3.20866
56 2.35043 2.71103 -1.71201 3.82699
57 2.50265 2.97186 -1.8141 4.1981
58 2.50963 2.99855 -1.83698 4.25133
59 2.36435 2.78241 -1.77951 3.97109
60 2.08614 2.36124 -1.6442 3.39994
61 1.71739 1.81104 -1.43702 2.63148
62 1.31629 1.22904 -1.16723 1.79409
63 0.946758 0.717166 -0.846891 1.02856
64 0.667351 0.36845 -0.490339 0.463524
65 0.521144 0.220435 -0.113557 0.192974
66 0.528337 0.273844 0.266557 0.259893
67 0.682905 0.512196 0.632945 0.648895
68 0.953877 0.895846 0.969162 1.28915
69 1.291 1.37098 1.26011 2.06705
70 1.63376 1.86667 1.49272 2.84643
71 1.92222 2.29802 1.65655 3.49262
72 2.10762 2.58729 1.74423 3.8962
73 2.16095 2.68231 1.75181 3.99213
74 2.07801 2.56735 1.67897 3.77094
75 1.87994 2.26832 1.52896 3.27998
76 1.60918 1.87049 1.30852 2.61454
77 1.32172 1.45585 1.02757 1.90044
78 1.07683 1.11208 0.698734 1.27123
79 0.926197 0.891176 0.336787 0.844022
80 0.904519 0.814289 -0.0419934 0.698394
81 1.02303 0.893935 -0.420572 0.861992
82 1.26729 1.12173 -0.781919 1.3055
83 1.59959 1.47054 -1.10977 1.94787
84 1.96552 1.87472 -1.38938 2.67083
85 2.30356 2.2728 -1.60813 3.34013
86 2.55602 2.55035 -1.75616 3.82977
87 2.67927 2.64418 -1.82678 4.04473
88 2.65166 2.5305 -1.81675 3.9384
89 2.47736 2.22546 -1.72646 3.52129
90 2.18587 1.78184 -1.55991 2.85962
91 1.82681 1.27724 -1.32449 2.06409
92 1.46135 0.796773 -1.03071 1.27048
93 1.15139 0.416559 -0.691657 0.615933
94 0.948762 0.193062 -0.322462 0.214757
95 0.886085 0.17104 0.0604083 0.138243
96 0.971062 0.351093 0.439882 0.402012
97 1.18516 0.712749 0.799057 0.963142
98 1.48695 1.20847 1.12195 1.7276
99 1.81942 1.7659 1.39423 2.56666
100 2.12015 2.29416 1.60385 3.3394
101 2.33229 2.69826 1.7416 3.91732
102 2.41466 2.90792 1.80149 4.20669
103 2.34898 2.89106 1.78106 4.16473
104 2.14308 2.67763 1.68148 3.80671
105 1.82945 2.30891 1.50745 3.20279
106 1.45947 1.85657 1.26707 2.46519
107 1.09432 1.41148 0.971388 1.72793
108 0.794108 1.05399 0.63397 1.12283
109 0.607349 0.839384 0.270247 0.756028
110 0.562462 0.793569 -0.103166 0.689173
111 0.66291 0.914628 -0.469218 0.928667
112 0.8868 1.18021 -0.811193 1.42484
113 1.19101 1.55741 -1.11347 2.08121
114 1.5191 1.97515 -1.3622 2.77208
115 1.81157 2.36282 -1.54598 3.36545
116 2.01662 2.62061 -1.65632 3.74705
117 2.09956 2.69132 -1.68805 3.84111
118 2.04902 2.55741 -1.63954 3.62434
119 1.87904 2.24073 -1.5128 3.13048
120 1.6265 1.79789 -1.31336 2.44454
121 1.34447 1.30763 -1.05005 1.68786
122 1.09252 0.853754 -0.73458 0.996604
123 0.925896 0.515054 -0.38103 0.497416
124 0.885346 0.343351 -0.00521212 0.284717
125 0.989498 0.367633 0.376039 0.403585
126 1.23114 0.604005 0.745621 0.841338
127 1.57809 1.02903 1.08694 1.52932
128 1.9785 1.57372 1.38464 2.35458
129 2.36973 2.13613 1.62532 3.17949
130 2.68913 2.61675 1.7981 3.86568
131 2.88494 2.93234 1.89516 4.2982
132 2.92527 3.02758 1.91204 4.40561
133 2.80372 2.88751 1.84787 4.17237
134 2.54045 2.54089 1.70541 3.64144
135 2.17869 2.05347 1.49092 2.90658
136 1.77719 1.51314 1.21387 2.09568
137 1.40003 1.02666 0.886542 1.34825
138 1.10545 0.696373 0.52345 0.790808
139 0.935897 0.55369 0.140704 0.514783
140 0.910795 0.5869 -0.244717 0.560643
141 1.02349 0.779548 -0.615726 0.911174
142 1.24278 1.09728 -0.955898 1.49502
143 1.51888 1.47912 -1.2502 2.19982
144 1.7925 1.86318 -1.48569 2.89267
145 2.00575 2.18528 -1.65204 3.44409
146 2.1126 2.3635 -1.74208 3.75135
147 2.08724 2.36383 -1.75205 3.75697
148 1.92877 2.18352 -1.68179 3.45901
149 1.66138 1.85331 -1.53477 2.91145
150 1.33007 1.43663 -1.31789 2.21444
151 0.992545 1.01835 -1.04121 1.4963
152 0.708894 0.682685 -0.717445 0.890451
153 0.530765 0.502999 -0.361447 0.511322
154 0.492056 0.526077 0.0104998 0.433619
155 0.602743 0.762346 0.381405 0.67865
156 0.846976 1.19953 0.734333 1.21013
157 1.18577 1.7911 1.05317 1.94029
158 1.56383 2.454 1.32335 2.7451
159 1.91929 3.06243 1.53251 3.48611
160 2.19463 3.50703 1.67104 4.03484
161 2.34684 3.70726 1.73253 4.29551
162 2.355 3.62491 1.71405 4.222
163 2.22396 3.27296 1.61628 3.8261
164 1.98342 2.71306 1.4435 3.17551
165 1.68256 2.04265 1.20335 2.38197
166 1.38125 1.40012 0.906534 1.58159
167 1.1393 0.870657 0.566335 0.910931
168 1.00573 0.520568 0.197984 0.483012
169 1.00994 0.377728 -0.181997 0.367522
170 1.15637 0.450075 -0.556548 0.578745
171 1.42358 0.714666 -0.90884 1.07332
172 1.76792 1.09504 -1.22303 1.75822
173 2.13115 1.51959 -1.48497 2.50755
174 2.45075 1.91742 -1.68286 3.1851
175 2.67084 2.21859 -1.80776 3.66871
176 2.75211 2.36742 -1.85401 3.87204
177 2.67871 2.33584 -1.81948 3.75993
178 2.46108 2.13009 -1.70565 3.35459
179 2.13408 1.78904 -1.51758 2.7315
180 1.75086 1.37461 -1.26365 2.00579
181 1.37349 0.960745 -0.955215 1.31158
182 1.06204 0.67023 -0.606056 0.777815
183 0.864102 0.559545 -0.231803 0.50509
184 0.806456 0.645597 0.150793 0.547464
185 0.890583 0.927219 0.524602 0.902583
186 1.09262 1.39274 0.872887 1.51185
187 1.36784 1.97728 1.18006 2.27064
188 1.65889 2.56212 1.43236 3.04674
189 1.90619 3.05914 1.61851 3.70375
190 2.0588 3.36284 1.7302 4.12531
191 2.08362 3.4129 1.76245 4.23576
192 1.97151 3.19769 1.71384 4.01366
193 1.73898 2.75374 1.58659 3.49573
194 1.42538 2.16847 1.38646 2.77048
195 1.08592 1.54735 1.12246 1.96263
196 0.781832 0.994176 0.806455 1.21116
197 0.569465 0.603174 0.452665 0.644847
198 0.490134 0.419086 0.0769831 0.359592
199 0.562654 0.442499 -0.303717 0.401595
200 0.779829 0.657102 -0.672346 0.759368
201 1.10955 1.01687 -1.01237 1.36596
202 1.50029 1.44608 -1.30854 2.11104
203 1.89007 1.87784 -1.54759 2.8606
204 2.21725 2.23823 -1.71884 3.48086
205 2.4313 2.46226 -1.81465 3.86208
206 2.50158 2.50957 -1.8308 3.93801
207 2.42258 2.37066 -1.76662 3.6976
208 2.21482 2.07503 -1.6251 3.18679
209 1.92098 1.67754 -1.41267 2.50019
210 1.59828 1.25649 -1.13898 1.76404
211 1.3082 0.886939 -0.816408 1.11353
212 1.1055 0.649514 -0.459554 0.668519
213 1.02849 0.580217 -0.0845387 0.512037
214 1.09224 0.704202 0.291699 0.675285
215 1.28588 1.01476 0.652173 1.13193
216 1.57465 1.49993 0.980613 1.80264
217 1.90612 2.08493 1.2622 2.56914
218 2.21956 2.66523 1.48423 3.29517
219 2.45688 3.11602 1.63669 3.85071
220 2.57297 3.34575 1.7127 4.13521
221 2.54382 3.31089 1.70885 4.0955
222 2.37086 3.01736 1.62532 3.73541
223 2.08075 2.51943 1.4659 3.11522
224 1.72069 1.90761 1.23779 2.34115
225 1.35011 1.29467 0.951318 1.54663
226 1.03008 0.796017 0.619435 0.868806
227 0.812597 0.467839 0.257162 0.424314
228 0.731314 0.335505 -0.119103 0.28875
229 0.795683 0.402516 -0.492313 0.483398
230 0.989339 0.645587 -0.845544 0.971591
231 1.27311 1.01758 -1.16275 1.66536
232 1.59208 1.47217 -1.4295 2.44115
233 1.88552 1.91714 -1.63361 3.16186
234 2.09773 2.27329 -1.7657 3.70121
235 2.18816 2.47588 -1.81961 3.96615
236 2.13866 2.49087 -1.7927 3.91331
237 1.95685 2.32615 -1.68594 3.55661
238 1.67483 2.0112 -1.50388 2.96455
239 1.34352 1.61686 -1.25446 2.24786
240 1.02362 1.21729 -0.948637 1.53956
241 0.774782 0.881335 -0.599889 0.971019
242 0.64496 0.696847 -0.223629 0.648378
243 0.661757 0.687018 0.163496 0.633402
244 0.827385 0.860979 0.544354 0.932278
245 1.1181 1.20472 0.902096 1.49432
246 1.48823 1.68197 1.22091 2.22084
247 1.87806 2.18062 1.48673 2.98259
248 2.22429 2.60921 1.68788 3.64274
249 2.47099 2.87254 1.81557 4.08121
250 2.57943 2.92618 1.86432 4.21615
251 2.53474 2.75043 1.83218 4.01861
252 2.34844 2.37705 1.72083 3.51792
253 2.05628 1.87374 1.53552 2.79674
254 1.71184 1.32892 1.28479 1.97663
255 1.377 0.832245 0.98012 1.19678
256 1.11099 0.456301 0.635391 0.589548
257 0.959939 0.256825 0.266278 0.257262
258 0.948817 0.271004 -0.110466 0.254326
259 1.07716 0.48773 -0.477765 0.577792
260 1.31934 0.874144 -0.818984 1.16809
261 1.6293 1.3698 -1.11868 1.91978
262 1.94896 1.8997 -1.36331 2.70031
263 2.21868 2.36814 -1.5418 3.37365
264 2.38805 2.69335 -1.64609 3.8243
265 2.42489 2.81866 -1.67148 3.97766
266 2.32112 2.7248 -1.61684 3.81306
267 2.09412 2.43989 -1.48463 3.36707
268 1.78366 2.03812 -1.28085 2.72662
269 1.44472 1.60739 -1.01473 2.01315
270 1.1376 1.21539 -0.698319 1.36061
271 0.917087 0.923776 -0.345933 0.891226
272 0.822509 0.781848 0.0264613 0.693448
273 0.870627 0.812065 0.40199 0.80592
274 1.0525 1.01539 0.763622 1.21042
275 1.33494 1.36165 1.09494 1.83499
276 1.66638 1.77807 1.38088 2.56673
277 1.98596 2.19974 1.60841 3.27199
278 2.23435 2.5313 1.76711 3.82032
279 2.36441 2.70731 1.84964 4.10797
280 2.34962 2.67582 1.85212 4.07668
281 2.18896 2.43377 1.77421 3.72446
282 1.90725 2.02252 1.61923 3.10636
283 1.55095 1.51538 1.39393 2.32514
284 1.18009 1.0012 1.10824 1.51336
285 0.857818 0.564993 0.774806 0.81023
286 0.639315 0.28401 0.408415 0.337085
287 0.56219 0.203051 0.0253455 0.17606
288 0.639893 0.318229 -0.357374 0.355584
289 0.859408 0.615937 -0.722723 0.845333
290 1.1836 1.05274 -1.05446 1.56153
291 1.55777 1.5634 -1.33785 2.38166
292 1.91934 2.06637 -1.56031 3.16594
293 2.20883 2.48135 -1.71202 3.78186
294 2.38024 2.72978 -1.78631 4.1273
295 2.40906 2.76953 -1.77999 4.14828
296 2.29635 2.59786 -1.69349 3.84806
297 2.06834 2.25147 -1.53083 3.28614
298 1.77148 1.82434 -1.29945 2.56733
299 1.464 1.41266 -1.00989 1.82273
300 1.20527 1.06558 -0.675264 1.18619
301 1.04513 0.828695 -0.310731 0.770441
302 1.0149 0.742298 0.0672232 0.646932
303 1.12171 0.816355 0.441516 0.833295
304 1.34722 1.03946 0.795236 1.29039
305 1.65094 1.36751 1.1124 1.92958
306 1.97748 1.7644 1.37869 2.62889
307 2.26655 2.13697 1.58206 3.25517
308 2.46383 2.39135 1.71332 3.68821
309 2.53081 2.46729 1.7665 3.84272
310 2.45182 2.34971 1.73917 3.68386
311 2.23705 2.05772 1.63252 3.23397
312 1.92084 1.64187 1.45129 2.56887
313 1.55579 1.17917 1.20361 1.80469
314 1.2035 0.750503 0.900553 1.07736
315 0.923676 0.428783 0.555719 0.518466
316 0.763612 0.259517 0.184568 0.231766
317 0.749737 0.281486 -0.196255 0.274539
318 0.882896 0.509009 -0.569674 0.647096
319 1.13813 0.931787 -0.918949 1.29233
320 1.46903 1.48871 -1.22843 2.10539
321 1.81587 2.09247 -1.48427 2.95187
322 2.11609 2.63027 -1.67502 3.69112
323 2.31535 3.0044 -1.79219 4.20079
324 2.37705 3.14702 -1.83058 4.3981
325 2.28876 3.0334 -1.78855 4.25412
326 2.06441 2.70226 -1.6681 3.79864
327 1.74175 2.23223 -1.47473 3.11457
328 1.3757 1.72221 -1.21726 2.32315
329 1.02863 1.2346 -0.907353 1.56237
330 0.759403 0.862045 -0.559081 0.96256
331 0.613024 0.662365 -0.18822 0.623488
332 0.612847 0.636631 0.188429 0.596968
333 0.756606 0.772288 0.553802 0.878102
334 1.01703 1.03811 0.891341 1.40665
335 1.34691 1.3968 1.18574 2.07832
336 1.68767 1.79064 1.42363 2.76384
337 1.97994 2.13261 1.59419 3.33247
338 2.17422 2.35375 1.68962 3.67578
339 2.23978 2.41029 1.70552 3.72725
340 2.17006 2.29102 1.64106 3.47445
341 1.98378 2.01362 1.49903 2.96137
342 1.7215 1.62781 1.28572 2.28065
343 1.43813 1.20524 1.01063 1.55703
344 1.19298 0.817235 0.686057 0.924901
345 1.03882 0.54269 0.326521 0.504114
346 1.0122 0.441407 -0.051863 0.378222
347 1.12659 0.540388 -0.432123 0.579141
348 1.36959 0.84445 -0.79719 1.08094
349 1.70483 1.31869 -1.13066 1.80392
350 2.07815 1.90128 -1.41754 2.62827
351 2.42693 2.46885 -1.64492 3.41492
352 2.69111 2.91238 -1.80253 4.02987
353 2.82373 3.15491 -1.88324 4.36773
354 2.79925 3.15448 -1.88335 4.37031
355 2.61817 2.91345 -1.80278 4.03684
356 2.30708 2.47789 -1.64504 3.42423
357 1.9141 1.92689 -1.41712 2.63708
358 1.50064 1.35719 -1.12913 1.80935
359 1.13076 0.865197 -0.793854 1.08094
360 0.860149 0.531239 -0.426208 0.573202
361 0.726559 0.395131 -0.0425349 0.367844
362 0.743485 0.461339 0.340117 0.492887
363 0.898092 0.710399 0.70476 0.91815
364 1.15381 1.10235 1.03523 1.56105
365 1.45712 1.5775 1.31692 2.30168
366 1.74724 2.05476 1.53742 3.00437
367 1.96714 2.43134 1.6871 3.54204
368 2.07371 2.63978 1.7595 3.81888
369 2.04548 2.64364 1.75167 3.78732
370 1.8864 2.4453 1.66427 3.45637
371 1.62503 2.08436 1.50152 2.88977
372 1.30934 1.6273 1.27107 2.19433
373 0.998038 1.1652 0.983597 1.50058
374 0.749929 0.817634 0.652344 0.939076
375 0.613308 0.657059 0.292526 0.616835
376 0.617196 0.717114 -0.0793623 0.597829
377 0.766025 0.995999 -0.446286 0.89126
378 1.03873 1.46494 -0.791442 1.4496
379 1.3924 2.05636 -1.09901 2.17683
380 1.76983 2.68499 -1.35488 2.94532
381 2.10963 3.22623 -1.54727 3.6185
382 2.35715 3.57623 -1.66727 4.07518
383 2.47415 3.66885 -1.70923 4.23122
384 2.4456 3.48256 -1.67104 4.05468
385 2.28233 3.04626 -1.55421 3.57177
386 2.01907 2.43391 -1.3638 2.86248
387 1.70824 1.75259 -1.10819 2.04671
388 1.41054 1.11803 -0.798735 1.26327
389 1.18408 0.626724 -0.449209 0.645548
390 1.07393 0.335638 -0.0752223 0.298071
391 1.10393 0.262467 0.306497 0.278204
392 1.27236 0.400024 0.67885 0.586161
393 1.55206 0.704646 1.02514 1.16512
394 1.8951 1.10555 1.32982 1.91141
395 2.24116 1.54471 1.57919 2.69299
396 2.52818 1.95207 1.76202 3.37285
397 2.70324 2.2576 1.87006 3.83328
398 2.73199 2.40723 1.89839 3.99664
399 2.6047 2.3753 1.84566 3.83891
400 2.33808 2.1702 1.71416 3.39377
401 1.97236 1.83161 1.50969 2.74624
402 1.56432 1.42059 1.24133 2.01736
403 1.17738 1.02442 0.921013 1.34231
404 0.870543 0.74944 0.562991 0.846162
405 0.68818 0.673143 0.183209 0.621353
406 0.652436 0.79745 -0.201423 0.711091
407 0.759593 1.11236 -0.573783 1.10152
408 0.981035 1.58715 -0.917311 1.72409
409 1.26864 2.16628 -1.21675 2.46776
410 1.56359 2.7263 -1.45881 3.19872
411 1.80709 3.14668 -1.63283 3.78432
412 1.951 3.34965 -1.73115 4.11681
413 1.96653 3.29294 -1.74956 4.13261
414 1.84948 2.98417 -1.68742 3.82392
415 1.62097 2.47719 -1.54771 3.24025
416 1.3237 1.86118 -1.33689 2.47992
417 1.01426 1.24735 -1.06463 1.67279
418 0.752897 0.738159 -0.743334 0.957393
419 0.592704 0.409059 -0.387609 0.456516
420 0.569909 0.283423 -0.0135997 0.255552
421 0.697227 0.360522 0.361738 0.387454
422 0.961342 0.615498 0.721401 0.826981
423 1.32502 1.00328 1.04911 1.49525
424 1.73346 1.46813 1.33002 2.27376
425 2.12381 1.94287 1.55142 3.02545
426 2.43609 2.33817 1.70329 3.61896
427 2.62363 2.57882 1.77875 3.95188
428 2.66118 2.62 1.77436 3.96877
429 2.54924 2.45557 1.6903 3.67082
430 2.3138 2.11907 1.53034 3.11542
431 2.00164 1.67584 1.30167 2.40569
