0.05 0.15 0.25 0.35 0.45 0.55 0.65 0.75 0.85 0.95 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 10 
0 0 0 0 0 0 0 0 12 8 
0 0 0 0 0 0 0 18 2 0 
0 0 0 0 0 0 20 0 0 0 
0 0 0 0 0 16 4 0 0 0 
0 0 0 0 14 6 0 0 0 0 
0 0 2 12 6 0 0 0 0 0 
0 10 10 0 0 0 0 0 0 0 
18 2 0 0 0 0 0 0 0 0 
6 12 2 0 0 0 0 0 0 0 
0 0 10 10 0 0 0 0 0 0 
0 0 0 2 10 8 0 0 0 0 
0 0 0 0 0 2 10 8 0 0 
0 0 0 0 0 0 0 4 12 4 
0 0 0 0 0 0 0 0 0 14 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 16 
0 0 0 0 0 0 0 0 14 6 
0 0 0 0 0 0 2 14 4 0 
0 0 0 0 0 10 10 0 0 0 
0 0 0 0 12 8 0 0 0 0 
0 0 0 18 2 0 0 0 0 0 
0 0 20 0 0 0 0 0 0 0 
0 20 0 0 0 0 0 0 0 0 
14 6 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
14 6 0 0 0 0 0 0 0 0 
0 20 0 0 0 0 0 0 0 0 
0 2 18 0 0 0 0 0 0 0 
0 0 20 0 0 0 0 0 0 0 
0 0 20 0 0 0 0 0 0 0 
0 0 20 0 0 0 0 0 0 0 
0 0 16 4 0 0 0 0 0 0 
0 0 0 20 0 0 0 0 0 0 
