n t PE VE R R2 BS
0 0 0.0346464 0.0835683 0.0102522 0.0459583 0.0502147
10 1848 0.343979 0.806787 0.10666 0.446749 0.495065
20 1817 0.344409 0.757231 0.106362 0.421576 0.481459
30 1814 0.366496 0.710266 0.102381 0.394735 0.46595
40 1818 0.376417 0.665862 0.0799305 0.364077 0.451764
50 1820 0.383445 0.635438 0.0481802 0.342322 0.437889
60 1818 0.410269 0.613301 0.0115048 0.328014 0.423782
70 1815 0.457371 0.611286 -0.038007 0.327627 0.415052
80 1814 0.498587 0.628774 -0.081965 0.339485 0.412067
90 1813 0.539757 0.644613 -0.117228 0.351651 0.410548
100 1822 0.599131 0.665966 -0.154267 0.370494 0.409174
110 1819 0.664565 0.696415 -0.18972 0.39485 0.410146
120 1816 0.729861 0.73774 -0.213318 0.422494 0.416565
130 1817 0.791619 0.790965 -0.233255 0.455603 0.430821
140 1851 0.847308 0.847915 -0.264086 0.490652 0.44912
150 1833 0.900488 0.892642 -0.298224 0.520502 0.461793
160 1858 0.951256 0.909431 -0.321168 0.532358 0.464773
170 1848 1.00672 0.909301 -0.340265 0.536774 0.460762
180 1838 1.05879 0.895773 -0.344364 0.530803 0.456367
190 1888 1.07897 0.859002 -0.339513 0.505485 0.449729
200 1835 1.06625 0.820301 -0.327334 0.478791 0.446879
210 1878 1.02621 0.789439 -0.30796 0.451366 0.448062
220 2274 0.958455 0.757494 -0.282918 0.419801 0.447106
230 1839 0.894154 0.731938 -0.254025 0.391149 0.446314
240 1826 0.830311 0.707637 -0.214883 0.362471 0.445334
250 1833 0.775139 0.685015 -0.166506 0.336791 0.445034
260 1856 0.743096 0.682678 -0.114908 0.326284 0.454148
270 1817 0.730016 0.693474 -0.0627171 0.328818 0.461908
280 1817 0.735363 0.735409 -0.019486 0.352439 0.475612
290 1815 0.753 0.823644 0.016561 0.402256 0.499729
300 1815 0.787191 0.935042 0.0498192 0.462389 0.525596
310 1826 0.830263 1.05212 0.0905704 0.521074 0.552212
320 1830 0.906892 1.15937 0.132363 0.57333 0.578638
330 1817 0.984986 1.25214 0.169889 0.618189 0.600056
340 1817 1.04347 1.3063 0.212104 0.649598 0.609235
350 1816 1.08015 1.30847 0.251225 0.659395 0.606508
360 1815 1.11317 1.30808 0.290017 0.670332 0.605351
