t PE VE R R2
1 0.847266 0.704341 0.844748 1.0514
2 0.812948 0.664609 0.797326 0.976974
3 0.768449 0.610709 0.734452 0.881072
4 0.717155 0.54763 0.656852 0.77068
5 0.663101 0.485356 0.565557 0.654115
6 0.610707 0.426431 0.461915 0.540484
7 0.56446 0.3729 0.347595 0.439022
8 0.528543 0.329304 0.224569 0.358352
9 0.50647 0.300213 0.0950858 0.305724
10 0.500742 0.287985 -0.0383796 0.286327
11 0.512583 0.293955 -0.173199 0.302747
12 0.541789 0.318347 -0.306673 0.354667
13 0.586717 0.360283 -0.436124 0.438845
14 0.644421 0.419164 -0.558984 0.549383
15 0.710905 0.490613 -0.672866 0.678249
16 0.781468 0.567919 -0.775633 0.815973
17 0.851089 0.64187 -0.865426 0.952428
18 0.914818 0.707495 -0.940691 1.07762
19 0.968128 0.760324 -1.00018 1.18242
20 1.00722 0.796696 -1.04295 1.25917
21 1.02925 0.813996 -1.06834 1.30214
22 1.03251 0.810827 -1.07599 1.30793
23 1.01653 0.7871 -1.06582 1.27561
24 0.982063 0.744047 -1.038 1.20682
25 0.931105 0.684155 -0.99303 1.10563
26 0.866734 0.611013 -0.931665 0.978373
27 0.792942 0.529087 -0.85498 0.833206
28 0.714373 0.443414 -0.764353 0.679602
29 0.635999 0.35924 -0.66147 0.52768
30 0.562749 0.281619 -0.548309 0.387457
31 0.49912 0.215016 -0.427104 0.268047
32 0.448814 0.163133 -0.300296 0.176918
33 0.414428 0.133708 -0.170462 0.11927
34 0.397254 0.123897 -0.0402362 0.0976253
35 0.397205 0.133554 0.08778 0.111678
36 0.412877 0.161311 0.211102 0.158425
37 0.441732 0.204291 0.327435 0.232544
38 0.480379 0.260297 0.434728 0.326955
39 0.524895 0.32299 0.531211 0.433495
40 0.571171 0.387901 0.615413 0.543608
41 0.615223 0.450751 0.68616 0.648997
42 0.653472 0.507603 0.742569 0.742185
43 0.682953 0.555094 0.784029 0.81696
44 0.701479 0.591203 0.810185 0.868695
45 0.70773 0.613683 0.820921 0.89455
46 0.701296 0.620961 0.816349 0.893556
47 0.68267 0.613223 0.796794 0.866594
48 0.653182 0.592289 0.762793 0.816276
49 0.614901 0.560373 0.715085 0.746738
50 0.57049 0.519436 0.65461 0.663346
51 0.523028 0.472461 0.582503 0.572334
52 0.475805 0.422716 0.500081 0.480386
53 0.432102 0.373531 0.408832 0.394185
54 0.394965 0.328713 0.310391 0.319958
55 0.366998 0.293548 0.206516 0.263047
56 0.350184 0.268528 0.0990549 0.227543
57 0.345743 0.255335 -0.0100915 0.216007
58 0.354063 0.254871 -0.119008 0.229304
59 0.374673 0.267254 -0.225804 0.266567
60 0.406293 0.291692 -0.32865 0.325283
61 0.446935 0.327325 -0.42581 0.40149
62 0.494047 0.371666 -0.515675 0.490079
63 0.544695 0.421219 -0.596781 0.585152
64 0.595767 0.472579 -0.667833 0.680433
65 0.644173 0.522197 -0.727718 0.769686
66 0.687049 0.566625 -0.775519 0.847113
67 0.721932 0.602753 -0.810525 0.907725
68 0.746913 0.628018 -0.832235 0.947653
69 0.760749 0.642712 -0.84037 0.964376
70 0.762938 0.64314 -0.83488 0.956877
71 0.753744 0.628593 -0.815944 0.925698
72 0.734168 0.600148 -0.783982 0.872888
73 0.705878 0.55972 -0.739651 0.801861
74 0.671085 0.509918 -0.683846 0.717145
75 0.632378 0.45566 -0.61769 0.624051
76 0.592527 0.398918 -0.542515 0.528278
77 0.554272 0.344298 -0.459837 0.435484
78 0.520116 0.293894 -0.371321 0.350857
79 0.492135 0.251115 -0.278733 0.27874
80 0.471834 0.216745 -0.183892 0.222333
81 0.460064 0.191595 -0.0886177 0.183508
82 0.456986 0.175802 0.0053249 0.162754
83 0.462116 0.169064 0.0962665 0.159238
84 0.474406 0.170446 0.182673 0.170976
85 0.492367 0.178522 0.26317 0.195085
86 0.51422 0.19217 0.336564 0.228065
87 0.538041 0.208899 0.401846 0.266113
88 0.561912 0.227291 0.458195 0.305413
89 0.584043 0.244932 0.504973 0.342395
90 0.602886 0.260728 0.541722 0.373959
91 0.617211 0.272221 0.568151 0.397642
92 0.626167 0.278709 0.584135 0.411732
93 0.629307 0.27986 0.589701 0.415331
94 0.626596 0.275715 0.585027 0.408369
95 0.618392 0.266661 0.570434 0.391565
96 0.605406 0.2534 0.546383 0.366348
97 0.588642 0.236882 0.513465 0.334736
98 0.569327 0.218236 0.472398 0.299183
99 0.548819 0.199997 0.424017 0.262404
100 0.528519 0.182654 0.369266 0.227184
