t PE VE R R2 BS
1 10967 101806 -0.0121232 11647.2 28.7949
2 20278.3 246391 -0.0230425 21525.4 38.9816
3 29115.6 413294 -0.0440396 30892.7 46.4241
4 35787.9 550485 -0.040787 37953.4 51.0268
5 39268.2 617364 -0.0333278 41619.4 52.8169
6 39265.1 599789 -0.0214059 41584.9 51.9738
7 36106.6 510095 -0.034076 38203.2 48.7533
8 30577.7 378934 -0.0375438 32313.4 43.4899
9 23721.2 242184 -0.048801 25026.6 36.5833
10 16616.7 128575 -0.0592905 17492.3 28.4495
11 10202.3 52918.8 -0.0837464 10708.3 19.6025
12 5154.44 14750.1 -0.0666566 5391.96 10.6099
13 1835.26 2842.11 -0.0615019 1924.91 3.8011
14 288.178 1610.36 -0.0690001 349.078 8.5531
15 281.516 7763.85 -0.0328572 412.784 16.2902
16 1409.24 80733.9 0.0108111 1679.34 23.2482
17 3035.87 48913.2 0.0542076 3470.86 28.9072
18 4741.9 79269.6 0.0875801 5335.55 33.2372
19 6161.76 754740 0.12494 6881.56 36.1906
20 6856.11 302778 0.181129 7651.41 37.7566
21 6883.54 123067 0.242647 7698.44 38.0383
22 6344.38 111953 0.294509 7125.67 37.1466
23 5377.53 2.02863e+07 0.353906 6081.59 35.2494
24 15201.5 170889 0.347416 16501 33.7308
25 26953 243208 0.299985 29658.8 32.9425
26 37859.8 324171 0.252509 42467.8 35.2518
27 45865.5 427406 0.182483 52633 38.823
28 49804.2 571052 0.109443 58824 41.9247
29 49376.1 777476 0.0337108 60640.6 45.5932
30 45019.3 1.06505e+06 -0.00593602 58471.6 50.4638
31 37728 1.43951e+06 -0.0595216 53300 56.2095
32 28767 1.886e+06 -0.106691 46393.3 62.4041
33 19405.9 2.36961e+06 -0.140404 39026.6 70.1007
34 10755.4 2.84315e+06 -0.170359 32310.1 79.9131
35 3615.87 3.25668e+06 -0.226254 27026.5 90.1993
36 -1576.4 3.78075e+06 -0.257639 23578.9 100.176
37 -4754.43 1.43267e+08 -0.238673 21985.2 109.647
38 2.72968e+06 9.75823e+08 -0.248189 3.08316e+06 709.346
39 9.69728e+06 6.05395e+09 -0.276001 1.07976e+07 1257.9
40 1.85498e+07 1.59229e+10 -0.292587 2.06083e+07 1718.55
41 2.7122e+07 2.8771e+10 -0.319922 3.01619e+07 2081.5
42 3.37308e+07 4.16392e+10 -0.30592 3.76273e+07 2344.73
43 3.73457e+07 5.17033e+10 -0.276388 4.18776e+07 2509.99
44 3.76262e+07 5.71398e+10 -0.25914 4.25299e+07 2591.65
45 3.48449e+07 5.74458e+10 -0.197566 3.98619e+07 2591.62
46 2.97305e+07 5.32809e+10 -0.11875 3.46438e+07 2525.39
47 2.32681e+07 4.6021e+10 -0.0644757 2.79244e+07 2408.25
48 1.64961e+07 3.72371e+10 0.00663321 2.08128e+07 2264.46
49 1.033e+07 2.82783e+10 0.0627819 1.42903e+07 2097.6
50 5.44181e+06 2.04593e+10 0.116769 9.07975e+06 1924.78
51 2.19631e+06 1.52716e+10 0.15279 5.57778e+06 1757.67
52 648483 1.15431e+10 0.204017 3.85063e+06 1602.31
53 589946 9.02442e+09 0.260851 3.68366e+06 1490.71
54 1.62799e+06 7.62041e+09 0.294633 4.66512e+06 1463.84
55 3.27977e+06 7.15145e+09 0.301657 6.28645e+06 1462.67
56 5.0634e+06 7.19221e+09 0.303996 8.03929e+06 1450.87
57 6.57246e+06 7.39216e+09 0.299622 9.49493e+06 1426.18
58 7.52548e+06 7.31296e+09 0.271875 1.0357e+07 1388.09
59 7.7867e+06 6.7271e+09 0.226256 1.04839e+07 1323.81
60 7.36103e+06 5.74925e+09 0.187572 9.88328e+06 1239.99
61 6.36686e+06 4.55197e+09 0.161412 8.68297e+06 1135.17
62 4.99707e+06 3.32451e+09 0.139317 7.08989e+06 1012.32
63 3.47549e+06 2.22931e+09 0.0990147 5.34335e+06 876.093
64 2.01509e+06 1.37028e+09 0.0700269 3.67066e+06 731.256
65 787144 8.09807e+08 0.055983 2.25432e+06 603.258
66 -98670.4 5.49211e+08 0.046029 1.21086e+06 498.15
67 -600740 4.67344e+08 0.0150288 584031 426.556
68 -739972 4.85388e+08 -0.00165513 350791 385.686
69 -585748 5.25473e+08 -0.0288956 436380 389.293
70 -236711 5.48614e+08 -0.0569444 734840 429.873
71 199447 5.5794e+08 -0.0867251 1.13062e+06 496.038
72 624009 5.67987e+08 -0.0940167 1.51786e+06 553.711
73 960667 5.76592e+08 -0.117529 1.8147e+06 591.357
74 1.16292e+06 5.62656e+08 -0.119331 1.97122e+06 609.335
75 1.21544e+06 5.19688e+08 -0.131358 1.97081e+06 608.705
76 1.13067e+06 4.51489e+08 -0.135775 1.82663e+06 593.397
77 941333 3.67639e+08 -0.092574 1.57352e+06 568.221
78 691454 2.79917e+08 -0.0615607 1.25844e+06 531.357
79 427307 2.09238e+08 -0.0146139 930758 485.088
80 189485 1.62014e+08 0.0187353 633793 441.766
81 7461.49 1.28093e+08 0.0538997 399020 404.145
82 -103058 1.02858e+08 0.0779336 243193 376.054
83 -140192 8.50031e+07 0.0872838 168299 356.071
84 -113816 7.36774e+07 0.0697781 163772 343.828
85 -41830.1 6.79531e+07 0.0254842 210468 342.712
86 54022.7 7.00017e+07 -0.0160017 285107 341.438
87 152511 7.03795e+07 -0.0457422 364914 339.53
88 235489 7.67759e+07 -0.0741845 430472 337.097
89 290661 7.9258e+07 -0.0917258 468556 328.855
90 312323 7.56857e+07 -0.115835 472954 317.111
91 301160 6.70011e+07 -0.131711 444288 300.044
92 262950 5.49399e+07 -0.143787 388587 278.226
93 206726 4.15853e+07 -0.153847 315368 252.54
94 142806 2.88571e+07 -0.154023 235509 223.919
95 81022.3 1.81475e+07 -0.146721 159366 193.361
96 29159.4 1.01221e+07 -0.167423 95113.4 162.152
97 -7763.76 1.79521e+12 -0.172368 47969.3 132.042
98 8.20922e+12 4.11046e+18 -0.200096 9.08612e+12 1.05764e+06
99 2.85324e+13 2.70963e+19 -0.236042 3.16202e+13 1.98197e+06
100 5.4254e+13 7.3207e+19 -0.207187 6.02605e+13 2.75739e+06
101 7.91932e+13 1.34975e+20 -0.158424 8.82628e+13 3.37471e+06
102 9.85446e+13 1.99305e+20 -0.114373 1.10378e+14 3.83792e+06
103 1.09356e+14 2.53204e+20 -0.0665372 1.23358e+14 4.15163e+06
104 1.10635e+14 2.8768e+20 -0.00823768 1.26069e+14 4.32016e+06
105 1.03129e+14 2.99288e+20 0.0451681 1.19256e+14 4.3792e+06
106 8.88819e+13 2.89611e+20 0.0754056 1.05065e+14 4.34529e+06
107 7.06707e+13 2.63487e+20 0.114955 8.64388e+13 4.24961e+06
108 5.14291e+13 2.26929e+20 0.15676 6.65009e+13 4.09664e+06
109 3.37565e+13 1.85447e+20 0.197469 4.80281e+13 3.90768e+06
110 1.9569e+13 1.47579e+20 0.227114 3.30761e+13 3.74601e+06
111 9.92219e+12 1.2283e+20 0.252666 2.27878e+13 3.57722e+06
112 5.00059e+12 1.03879e+20 0.269189 1.73808e+13 3.44694e+06
113 4.24694e+12 8.95455e+19 0.268314 1.62835e+13 3.39072e+06
114 6.58352e+12 7.92815e+19 0.289659 1.83699e+13 3.37759e+06
115 1.06752e+13 7.24396e+19 0.281166 2.22394e+13 3.35642e+06
116 1.51848e+13 6.80507e+19 0.26752 2.64884e+13 3.33338e+06
117 1.89827e+13 6.46163e+19 0.252994 2.99333e+13 3.27146e+06
118 2.12854e+13 5.99241e+19 0.221529 3.17577e+13 3.16317e+06
119 2.1715e+13 5.3959e+19 0.183736 3.15757e+13 3.00342e+06
120 2.02838e+13 4.57846e+19 0.126923 2.94153e+13 2.80162e+06
121 1.73211e+13 3.63551e+19 0.0543133 2.56399e+13 2.57349e+06
122 1.33626e+13 2.69259e+19 -0.000402018 2.08308e+13 2.30837e+06
123 9.02835e+12 1.85545e+19 -0.0612958 1.56562e+13 2.01581e+06
124 4.90845e+12 1.20067e+19 -0.0975142 1.07503e+13 1.70565e+06
125 1.47474e+12 7.50129e+18 -0.134657 6.61879e+12 1.38765e+06
126 -9.73538e+11 4.77716e+18 -0.145268 3.58146e+12 1.07222e+06
127 -2.32721e+12 3.35001e+18 -0.158828 1.75358e+12 816794
128 -2.65181e+12 2.69632e+18 -0.175201 1.06291e+12 656703
129 -2.14767e+12 2.37884e+18 -0.181061 1.29243e+12 637884
130 -1.09617e+12 2.22441e+18 -0.20155 2.13821e+12 682100
