t PE VE R R2
1 2.68707 0.563965 0.230473 0.111371
2 2.40469 0.556832 0.171011 0.0927147
3 2.06086 0.545178 0.0852258 0.0685168
4 1.43715 0.539088 -0.0243927 0.0586766
5 0.360537 0.554973 -0.138118 0.0858517
6 -0.957715 0.599554 -0.249928 0.154522
7 -2.25567 0.67048 -0.359822 0.256567
8 -3.20946 0.717192 -0.418535 0.319347
9 -3.4673 0.705115 -0.419589 0.306188
10 -2.94132 0.674701 -0.418076 0.277777
11 -1.62017 0.660374 -0.451216 0.278639
12 -0.103573 0.671953 -0.514392 0.32127
13 0.992328 0.708449 -0.588401 0.39889
14 1.71046 0.762343 -0.665094 0.498849
15 2.23597 0.82523 -0.742214 0.611675
16 2.64153 0.889455 -0.818275 0.730123
17 2.95061 0.950109 -0.892848 0.850291
18 3.15658 1.00534 -0.964169 0.969148
19 3.21649 1.05719 -1.02956 1.08518
20 3.09609 1.11518 -1.09118 1.20853
21 2.78622 1.19523 -1.15682 1.36273
22 2.24989 1.2983 -1.22342 1.5445
23 1.55085 1.39156 -1.27023 1.69403
24 0.965359 1.43324 -1.27923 1.74534
25 0.774086 1.40698 -1.24703 1.67838
26 1.07288 1.32504 -1.18108 1.51716
27 1.5893 1.21691 -1.09834 1.31542
28 1.70628 1.1045 -1.00925 1.1135
29 1.63452 0.985621 -0.903382 0.902568
30 1.67183 0.865791 -0.78528 0.691619
31 1.50233 0.76551 -0.674192 0.511118
32 0.56722 0.701495 -0.577614 0.381901
33 -0.917333 0.644692 -0.440903 0.262288
34 -1.95379 0.608123 -0.281379 0.175304
35 -2.36734 0.603822 -0.148116 0.143769
36 -2.36108 0.617336 -0.0367324 0.143531
37 -2.06809 0.633441 0.0719422 0.156948
38 -1.47812 0.642627 0.180852 0.176967
39 -0.607308 0.639953 0.27236 0.193396
40 0.462263 0.616545 0.317206 0.182123
41 1.52476 0.572712 0.292375 0.12895
42 2.07575 0.541916 0.213675 0.0753877
43 1.70788 0.549821 0.148305 0.0777533
44 0.559347 0.590726 0.135603 0.130857
45 -0.555066 0.635999 0.143544 0.188981
46 -0.81641 0.653772 0.149419 0.212827
47 -0.380871 0.64434 0.166478 0.205967
48 0.256746 0.628452 0.215015 0.195093
49 0.94119 0.624943 0.304486 0.207337
50 1.68672 0.650281 0.432289 0.267031
51 2.38423 0.715477 0.587891 0.396181
52 2.89247 0.813329 0.751779 0.596061
53 3.15176 0.926111 0.897776 0.827887
54 3.07667 1.03419 1.00996 1.04319
55 2.66619 1.13893 1.09624 1.23586
56 2.13761 1.24248 1.16727 1.41239
57 1.67109 1.34176 1.22931 1.57654
58 1.3175 1.43675 1.28945 1.73985
59 1.08096 1.53255 1.35606 1.92172
60 1.07211 1.63177 1.43239 2.13217
61 1.51801 1.7283 1.5113 2.35463
62 2.14525 1.85751 1.60141 2.62832
63 2.42938 2.1194 1.75169 3.13405
64 2.70813 2.46771 1.9348 3.80975
65 3.20246 2.75045 2.07414 4.36649
66 3.89237 2.9111 2.15215 4.69234
67 4.54478 2.99673 2.19349 4.87019
68 4.76844 3.08597 2.22815 5.03261
69 4.42189 3.2046 2.26459 5.21871
70 3.88349 3.302 2.2906 5.35815
71 3.56065 3.33687 2.3 5.40674
72 3.52684 3.30767 2.29454 5.36989
73 3.69474 3.21815 2.27276 5.24603
74 3.9351 3.06031 2.22502 5.00176
75 4.06526 2.83406 2.1401 4.60759
76 3.87646 2.58604 2.02485 4.12306
77 3.27886 2.38932 1.9078 3.68298
78 2.2419 2.25084 1.79862 3.31816
79 0.745917 2.13519 1.69105 2.99057
80 -0.959662 2.00948 1.5835 2.67789
81 -2.50788 1.83999 1.46812 2.34604
82 -3.55122 1.60752 1.32231 1.94556
83 -3.68347 1.34911 1.14396 1.50456
84 -2.82515 1.14086 0.982499 1.1426
85 -1.27892 1.01351 0.884237 0.917765
86 -0.0134142 0.951506 0.838107 0.805698
87 0.626595 0.919345 0.804757 0.746088
88 1.08611 0.891773 0.769821 0.697976
89 1.55192 0.852348 0.721687 0.630813
90 1.95652 0.798439 0.65531 0.537229
91 2.25904 0.741098 0.580872 0.435477
92 2.48522 0.692861 0.515122 0.347871
93 2.66477 0.660208 0.472497 0.287922
94 2.77544 0.643045 0.457134 0.25812
95 2.75023 0.63756 0.46 0.252174
96 2.55276 0.636775 0.461407 0.253886
97 2.22883 0.631266 0.438166 0.240527
98 1.8143 0.616908 0.375444 0.202065
99 1.27433 0.60112 0.27627 0.155757
100 0.685041 0.594651 0.157244 0.126447
