t PE VE R R2
1 0.147297 0.629683 -0.105591 0.557307
2 0.141166 0.621169 -0.118354 0.554052
3 0.136869 0.611358 -0.129447 0.549695
4 0.134272 0.600379 -0.13835 0.54409
5 0.133225 0.58821 -0.144558 0.537047
6 0.13357 0.574901 -0.147597 0.528375
7 0.135168 0.560468 -0.147042 0.517908
8 0.137911 0.544886 -0.142529 0.50555
9 0.141749 0.528131 -0.133777 0.491302
10 0.146706 0.510337 -0.120597 0.475292
11 0.152895 0.491577 -0.102908 0.457792
12 0.160519 0.472004 -0.0807478 0.439217
13 0.169873 0.451838 -0.054281 0.420115
14 0.18132 0.431374 -0.0238073 0.401145
15 0.195253 0.410983 0.0102312 0.383037
16 0.212053 0.39111 0.0472443 0.366544
17 0.23202 0.372263 0.0864884 0.352379
18 0.255308 0.354968 0.127065 0.341141
19 0.281855 0.33971 0.167922 0.333228
20 0.311333 0.326938 0.207871 0.32875
21 0.343119 0.316683 0.245613 0.327456
22 0.376305 0.309084 0.279785 0.328695
23 0.409761 0.304535 0.309021 0.331444
24 0.442232 0.301513 0.332036 0.334408
25 0.47247 0.2993 0.347704 0.336191
26 0.49938 0.297336 0.355134 0.335519
27 0.52215 0.295254 0.353735 0.331462
28 0.540334 0.292485 0.343247 0.323615
29 0.553895 0.28864 0.323749 0.312187
30 0.563175 0.284184 0.295641 0.298001
31 0.568833 0.279329 0.25961 0.282398
32 0.571735 0.274532 0.21658 0.267073
33 0.572842 0.270373 0.16767 0.253876
34 0.57308 0.267849 0.114144 0.244602
35 0.573246 0.267769 0.0573784 0.240792
36 0.573914 0.271046 -0.00117524 0.243569
37 0.575382 0.278272 -0.0600191 0.253504
38 0.577644 0.289799 -0.11764 0.270542
39 0.580397 0.305706 -0.172544 0.293982
40 0.583081 0.325583 -0.223293 0.322526
41 0.58495 0.348848 -0.26855 0.354398
42 0.585164 0.374874 -0.307119 0.38752
43 0.582901 0.402497 -0.337995 0.419731
44 0.577463 0.430658 -0.360402 0.449027
45 0.568376 0.45795 -0.373828 0.473782
46 0.555453 0.48345 -0.378049 0.492927
47 0.538836 0.506196 -0.373133 0.506045
48 0.518981 0.5257 -0.359442 0.513381
49 0.496618 0.541209 -0.337603 0.515764
50 0.472668 0.554189 -0.308481 0.514447
51 0.448155 0.565228 -0.273128 0.510907
52 0.424098 0.574456 -0.232734 0.506634
53 0.401422 0.582364 -0.188579 0.502935
54 0.38089 0.58932 -0.141978 0.500787
55 0.36305 0.595418 -0.0942398 0.500742
56 0.348219 0.600565 -0.0466313 0.502893
57 0.336487 0.604472 -0.000349725 0.506895
58 0.327749 0.606677 0.0434981 0.51203
59 0.321739 0.606607 0.0839102 0.517291
60 0.318091 0.603623 0.12 0.521507
61 0.31639 0.597132 0.151005 0.523449
62 0.316227 0.586528 0.176289 0.521962
63 0.31725 0.57139 0.195354 0.516067
64 0.319207 0.551565 0.207838 0.505063
65 0.321971 0.52722 0.213523 0.488599
66 0.32556 0.498677 0.212339 0.466728
67 0.330128 0.466588 0.204363 0.439923
68 0.335957 0.431894 0.18982 0.409069
69 0.343418 0.395773 0.169084 0.375419
70 0.352925 0.359584 0.142669 0.340516
71 0.364884 0.32478 0.111223 0.306087
72 0.379635 0.292802 0.0755145 0.27392
73 0.397399 0.264968 0.0364204 0.245716
74 0.418232 0.24237 -0.00509299 0.222941
75 0.442004 0.225759 -0.0479868 0.206686
76 0.468384 0.21556 -0.0911669 0.197542
77 0.49685 0.211739 -0.1335 0.195519
78 0.526711 0.21372 -0.173831 0.200011
79 0.557145 0.220431 -0.210997 0.20982
80 0.587236 0.230509 -0.243848 0.223252
81 0.616031 0.242449 -0.271276 0.238265
82 0.642604 0.253795 -0.292239 0.252678
83 0.666124 0.262996 -0.305803 0.264405
84 0.685938 0.268956 -0.311182 0.271691
85 0.701642 0.270915 -0.307774 0.273338
86 0.713143 0.26855 -0.295204 0.268865
87 0.720697 0.262045 -0.273349 0.258611
88 0.724911 0.252445 -0.242368 0.243735
89 0.726697 0.240731 -0.202713 0.226129
90 0.727194 0.228402 -0.155126 0.20823
91 0.727648 0.217155 -0.100638 0.192757
92 0.729264 0.208574 -0.0405376 0.182392
93 0.733064 0.204103 0.0236598 0.179458
94 0.739744 0.204796 0.0902606 0.185611
95 0.74957 0.211246 0.157448 0.201614
96 0.762327 0.223478 0.223347 0.227209
97 0.777315 0.24116 0.286083 0.26111
98 0.793416 0.263531 0.343854 0.301129
99 0.809203 0.288694 0.394984 0.344407
100 0.823092 0.314873 0.437977 0.387736
