t PE VE R R2 BS
1 1.65159 1.65159 0.0212241 0.16702 0
2 1.71819 1.71819 0.0265919 0.18182 0
3 1.79666 1.79666 0.0311569 0.199258 0
4 1.87959 1.87959 0.0309588 0.217688 0
5 1.96862 1.96862 0.0278897 0.237472 0
6 2.03076 2.03076 0.0309559 0.25128 0
7 2.05794 2.05794 0.0339758 0.257321 0
8 2.07918 2.07918 0.0337166 0.262041 0
9 2.06223 2.06223 0.0367473 0.258272 0
10 2.0564 2.0564 0.0406478 0.256977 0
11 2.0597 2.0597 0.0507553 0.257712 0
12 2.07058 2.07058 0.0592893 0.260129 0
13 2.03703 2.03703 0.0717202 0.252674 0
14 2.01967 2.01967 0.0803107 0.248815 0
15 1.94978 1.94978 0.0922564 0.233285 0
16 1.85644 1.85644 0.102528 0.212542 0
17 1.77478 1.77478 0.0995438 0.194395 0
18 1.69164 1.69164 0.0974723 0.175919 0
19 1.67045 1.67045 0.102463 0.17121 0
20 1.68605 1.68605 0.108771 0.174678 0
21 1.73175 1.73175 0.116145 0.184832 0
22 1.75023 1.75023 0.119073 0.188939 0
23 1.7787 1.7787 0.121091 0.195268 0
24 1.81564 1.81564 0.122259 0.203475 0
25 1.85296 1.85296 0.121514 0.21177 0
26 1.89455 1.89455 0.121143 0.221011 0
27 1.96416 1.96416 0.121879 0.23648 0
28 2.02104 2.02104 0.122735 0.24912 0
29 2.13568 2.13568 0.129808 0.274595 0
30 2.18649 2.18649 0.131056 0.285887 0
31 2.27209 2.27209 0.132905 0.304909 0
32 2.36024 2.36024 0.133159 0.324497 0
33 2.48917 2.48917 0.132391 0.353149 0
34 2.62588 2.62588 0.129078 0.38353 0
35 2.75452 2.75452 0.122255 0.412116 0
36 2.80146 2.80146 0.11175 0.422546 0
37 2.80949 2.80949 0.100554 0.424331 0
38 2.79248 2.79248 0.0923181 0.420551 0
39 2.73874 2.73874 0.0794255 0.408608 0
40 2.68825 2.68825 0.0687547 0.397388 0
41 2.69447 2.69447 0.0610833 0.398772 0
42 2.65641 2.65641 0.0601219 0.390314 0
43 2.56252 2.56252 0.0605265 0.36945 0
44 2.44601 2.44601 0.0590771 0.343558 0
45 2.28421 2.28421 0.0527725 0.307601 0
46 2.1513 2.1513 0.0506535 0.278067 0
47 2.06571 2.06571 0.0529858 0.259047 0
48 1.96591 1.96591 0.0528531 0.236868 0
49 1.84239 1.84239 0.0516794 0.20942 0
50 1.70418 1.70418 0.0499811 0.178707 0
51 1.58114 1.58114 0.0470654 0.151365 0
52 1.48519 1.48519 0.0408105 0.130041 0
53 1.4025 1.4025 0.0340402 0.111667 0
54 1.37703 1.37703 0.0271777 0.106008 0
55 1.37214 1.37214 0.0179803 0.10492 0
56 1.4193 1.4193 0.00780462 0.115399 0
57 1.48237 1.48237 0.00158339 0.129416 0
58 1.56331 1.56331 -0.00470283 0.147402 0
59 1.63986 1.63986 -0.0101138 0.164413 0
60 1.7606 1.7606 -0.0103053 0.191244 0
61 1.9228 1.9228 -0.0125246 0.22729 0
62 2.10504 2.10504 -0.01161 0.267787 0
63 2.26999 2.26999 -0.0181714 0.304442 0
64 2.37261 2.37261 -0.0204808 0.327247 0
65 2.46393 2.46393 -0.0129238 0.34754 0
66 2.57495 2.57495 -0.000526977 0.372212 0
67 2.64086 2.64086 0.0130543 0.386858 0
68 2.72218 2.72218 0.0195122 0.404929 0
69 2.75553 2.75553 0.0206961 0.412339 0
